PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,age_cat
450,1,1,52.0,0,0,30.5,1,0,1,6
451,0,2,36.0,1,2,27.75,1,0,1,5
452,0,3,28.0,1,0,19.9667,1,0,1,3
453,0,1,30.0,0,0,27.75,1,0,0,3
454,1,1,49.0,1,0,89.1042,1,0,0,6
455,0,3,28.0,0,0,8.05,1,0,1,3
456,1,3,29.0,0,0,7.8958,1,0,0,3
457,0,1,65.0,0,0,26.55,1,0,1,6
458,1,1,28.0,1,0,51.8625,0,0,1,3
459,1,2,50.0,0,0,10.5,0,0,1,6
460,0,3,28.0,0,0,7.75,1,1,0,3
461,1,1,48.0,0,0,26.55,1,0,1,6
462,0,3,34.0,0,0,8.05,1,0,1,4
463,0,1,47.0,0,0,38.5,1,0,1,6
464,0,2,48.0,0,0,13.0,1,0,1,6
465,0,3,28.0,0,0,8.05,1,0,1,3
466,0,3,38.0,0,0,7.05,1,0,1,5
467,0,2,28.0,0,0,0.0,1,0,1,3
468,0,1,56.0,0,0,26.55,1,0,1,6
469,0,3,28.0,0,0,7.725,1,1,0,3
471,0,3,28.0,0,0,7.25,1,0,1,3
472,0,3,38.0,0,0,8.6625,1,0,1,5
473,1,2,33.0,1,2,27.75,0,0,1,4
474,1,2,23.0,0,0,13.7917,0,0,0,2
475,0,3,22.0,0,0,9.8375,0,0,1,2
476,0,1,28.0,0,0,52.0,1,0,1,3
477,0,2,34.0,1,0,21.0,1,0,1,4
478,0,3,29.0,1,0,7.0458,1,0,1,3
479,0,3,22.0,0,0,7.5208,1,0,1,2
482,0,2,28.0,0,0,0.0,1,0,1,3
483,0,3,50.0,0,0,8.05,1,0,1,6
484,1,3,63.0,0,0,9.5875,0,0,1,6
485,1,1,25.0,1,0,91.0792,1,0,0,2
486,0,3,28.0,3,1,25.4667,0,0,1,3
487,1,1,35.0,1,0,90.0,0,0,1,4
488,0,1,58.0,0,0,29.7,1,0,0,6
489,0,3,30.0,0,0,8.05,1,0,1,3
491,0,3,28.0,1,0,19.9667,1,0,1,3
492,0,3,21.0,0,0,7.25,1,0,1,2
493,0,1,55.0,0,0,30.5,1,0,1,6
494,0,1,71.0,0,0,49.5042,1,0,0,6
495,0,3,21.0,0,0,8.05,1,0,1,2
496,0,3,28.0,0,0,14.4583,1,0,0,3
497,1,1,54.0,1,0,78.2667,0,0,0,6
498,0,3,28.0,0,0,15.1,1,0,1,3
499,0,1,25.0,1,2,151.55,0,0,1,2
500,0,3,24.0,0,0,7.7958,1,0,1,2
501,0,3,17.0,0,0,8.6625,1,0,1,1
502,0,3,21.0,0,0,7.75,0,1,0,2
503,0,3,28.0,0,0,7.6292,0,1,0,3
504,0,3,37.0,0,0,9.5875,0,0,1,5
505,1,1,16.0,0,0,86.5,0,0,1,1
506,0,1,18.0,1,0,108.9,1,0,0,1
507,1,2,33.0,0,2,26.0,0,0,1,4
508,1,1,28.0,0,0,26.55,1,0,1,3
509,0,3,28.0,0,0,22.525,1,0,1,3
510,1,3,26.0,0,0,56.4958,1,0,1,3
511,1,3,29.0,0,0,7.75,1,1,0,3
512,0,3,28.0,0,0,8.05,1,0,1,3
513,1,1,36.0,0,0,26.2875,1,0,1,5
514,1,1,54.0,1,0,59.4,0,0,0,6
515,0,3,24.0,0,0,7.4958,1,0,1,2
516,0,1,47.0,0,0,34.0208,1,0,1,6
517,1,2,34.0,0,0,10.5,0,0,1,4
518,0,3,28.0,0,0,24.15,1,1,0,3
519,1,2,36.0,1,0,26.0,0,0,1,5
520,0,3,32.0,0,0,7.8958,1,0,1,4
521,1,1,30.0,0,0,93.5,0,0,1,3
522,0,3,22.0,0,0,7.8958,1,0,1,2
523,0,3,28.0,0,0,7.225,1,0,0,3
524,1,1,44.0,0,1,57.9792,0,0,0,6
525,0,3,28.0,0,0,7.2292,1,0,0,3
526,0,3,40.5,0,0,7.75,1,1,0,6
527,1,2,50.0,0,0,10.5,0,0,1,6
528,0,1,28.0,0,0,221.7792,1,0,1,3
529,0,3,39.0,0,0,7.925,1,0,1,5
530,0,2,23.0,2,1,11.5,1,0,1,2
532,0,3,28.0,0,0,7.2292,1,0,0,3
533,0,3,17.0,1,1,7.2292,1,0,0,1
534,1,3,28.0,0,2,22.3583,0,0,0,3
535,0,3,30.0,0,0,8.6625,0,0,1,3
537,0,1,45.0,0,0,26.55,1,0,1,6
538,1,1,30.0,0,0,106.425,0,0,0,3
539,0,3,28.0,0,0,14.5,1,0,1,3
540,1,1,22.0,0,2,49.5,0,0,0,2
541,1,1,36.0,0,2,71.0,0,0,1,5
544,1,2,32.0,1,0,26.0,1,0,1,4
545,0,1,50.0,1,0,106.425,1,0,0,6
546,0,1,64.0,0,0,26.0,1,0,1,6
547,1,2,19.0,1,0,26.0,0,0,1,1
548,1,2,28.0,0,0,13.8625,1,0,0,3
549,0,3,33.0,1,1,20.525,1,0,1,4
551,1,1,17.0,0,2,110.8833,1,0,0,1
552,0,2,27.0,0,0,26.0,1,0,1,3
553,0,3,28.0,0,0,7.8292,1,1,0,3
554,1,3,22.0,0,0,7.225,1,0,0,2
555,1,3,22.0,0,0,7.775,0,0,1,2
556,0,1,62.0,0,0,26.55,1,0,1,6
557,1,1,48.0,1,0,39.6,0,0,0,6
558,0,1,28.0,0,0,227.525,1,0,0,3
559,1,1,39.0,1,1,79.65,0,0,1,5
560,1,3,36.0,1,0,17.4,0,0,1,5
561,0,3,28.0,0,0,7.75,1,1,0,3
562,0,3,40.0,0,0,7.8958,1,0,1,5
563,0,2,28.0,0,0,13.5,1,0,1,3
564,0,3,28.0,0,0,8.05,1,0,1,3
565,0,3,28.0,0,0,8.05,0,0,1,3
566,0,3,24.0,2,0,24.15,1,0,1,2
567,0,3,19.0,0,0,7.8958,1,0,1,1
568,0,3,29.0,0,4,21.075,0,0,1,3
569,0,3,28.0,0,0,7.2292,1,0,0,3
570,1,3,32.0,0,0,7.8542,1,0,1,4
571,1,2,62.0,0,0,10.5,1,0,1,6
572,1,1,53.0,2,0,51.4792,0,0,1,6
573,1,1,36.0,0,0,26.3875,1,0,1,5
574,1,3,28.0,0,0,7.75,0,1,0,3
575,0,3,16.0,0,0,8.05,1,0,1,1
576,0,3,19.0,0,0,14.5,1,0,1,1
577,1,2,34.0,0,0,13.0,0,0,1,4
578,1,1,39.0,1,0,55.9,0,0,1,5
579,0,3,28.0,1,0,14.4583,0,0,0,3
580,1,3,32.0,0,0,7.925,1,0,1,4
581,1,2,25.0,1,1,30.0,0,0,1,2
582,1,1,39.0,1,1,110.8833,0,0,0,5
583,0,2,54.0,0,0,26.0,1,0,1,6
584,0,1,36.0,0,0,40.125,1,0,0,5
585,0,3,28.0,0,0,8.7125,1,0,0,3
586,1,1,18.0,0,2,79.65,0,0,1,1
587,0,2,47.0,0,0,15.0,1,0,1,6
588,1,1,60.0,1,1,79.2,1,0,0,6
589,0,3,22.0,0,0,8.05,1,0,1,2
590,0,3,28.0,0,0,8.05,1,0,1,3
591,0,3,35.0,0,0,7.125,1,0,1,4
592,1,1,52.0,1,0,78.2667,0,0,0,6
593,0,3,47.0,0,0,7.25,1,0,1,6
594,0,3,28.0,0,2,7.75,0,1,0,3
595,0,2,37.0,1,0,26.0,1,0,1,5
596,0,3,36.0,1,1,24.15,1,0,1,5
597,1,2,28.0,0,0,33.0,0,0,1,3
598,0,3,49.0,0,0,0.0,1,0,1,6
599,0,3,28.0,0,0,7.225,1,0,0,3
600,1,1,49.0,1,0,56.9292,1,0,0,6
601,1,2,24.0,2,1,27.0,0,0,1,2
602,0,3,28.0,0,0,7.8958,1,0,1,3
603,0,1,28.0,0,0,42.4,1,0,1,3
604,0,3,44.0,0,0,8.05,1,0,1,6
605,1,1,35.0,0,0,26.55,1,0,0,4
606,0,3,36.0,1,0,15.55,1,0,1,5
607,0,3,30.0,0,0,7.8958,1,0,1,3
608,1,1,27.0,0,0,30.5,1,0,1,3
609,1,2,22.0,1,2,41.5792,0,0,0,2
610,1,1,40.0,0,0,153.4625,0,0,1,5
611,0,3,39.0,1,5,31.275,0,0,1,5
612,0,3,28.0,0,0,7.05,1,0,1,3
613,1,3,28.0,1,0,15.5,0,1,0,3
614,0,3,28.0,0,0,7.75,1,1,0,3
615,0,3,35.0,0,0,8.05,1,0,1,4
616,1,2,24.0,1,2,65.0,0,0,1,2
617,0,3,34.0,1,1,14.4,1,0,1,4
618,0,3,26.0,1,0,16.1,0,0,1,3
620,0,2,26.0,0,0,10.5,1,0,1,3
621,0,3,27.0,1,0,14.4542,1,0,0,3
622,1,1,42.0,1,0,52.5542,1,0,1,6
623,1,3,20.0,1,1,15.7417,1,0,0,1
624,0,3,21.0,0,0,7.8542,1,0,1,2
625,0,3,21.0,0,0,16.1,1,0,1,2
626,0,1,61.0,0,0,32.3208,1,0,1,6
627,0,2,57.0,0,0,12.35,1,1,0,6
628,1,1,21.0,0,0,77.9583,0,0,1,2
629,0,3,26.0,0,0,7.8958,1,0,1,3
630,0,3,28.0,0,0,7.7333,1,1,0,3
631,1,1,80.0,0,0,30.0,1,0,1,6
632,0,3,51.0,0,0,7.0542,1,0,1,6
633,1,1,32.0,0,0,30.5,1,0,0,4
634,0,1,28.0,0,0,0.0,1,0,1,3
636,1,2,28.0,0,0,13.0,0,0,1,3
637,0,3,32.0,0,0,7.925,1,0,1,4
638,0,2,31.0,1,1,26.25,1,0,1,4
639,0,3,41.0,0,5,39.6875,0,0,1,6
640,0,3,28.0,1,0,16.1,1,0,1,3
641,0,3,20.0,0,0,7.8542,1,0,1,1
642,1,1,24.0,0,0,69.3,0,0,0,2
644,1,3,28.0,0,0,56.4958,1,0,1,3
646,1,1,48.0,1,0,76.7292,1,0,0,6
647,0,3,19.0,0,0,7.8958,1,0,1,1
648,1,1,56.0,0,0,35.5,1,0,0,6
649,0,3,28.0,0,0,7.55,1,0,1,3
650,1,3,23.0,0,0,7.55,0,0,1,2
651,0,3,28.0,0,0,7.8958,1,0,1,3
652,1,2,18.0,0,1,23.0,0,0,1,1
653,0,3,21.0,0,0,8.4333,1,0,1,2
654,1,3,28.0,0,0,7.8292,0,1,0,3
655,0,3,18.0,0,0,6.75,0,1,0,1
656,0,2,24.0,2,0,73.5,1,0,1,2
657,0,3,28.0,0,0,7.8958,1,0,1,3
658,0,3,32.0,1,1,15.5,0,1,0,4
659,0,2,23.0,0,0,13.0,1,0,1,2
660,0,1,58.0,0,2,113.275,1,0,0,6
661,1,1,50.0,2,0,133.65,1,0,1,6
662,0,3,40.0,0,0,7.225,1,0,0,5
663,0,1,47.0,0,0,25.5875,1,0,1,6
664,0,3,36.0,0,0,7.4958,1,0,1,5
665,1,3,20.0,1,0,7.925,1,0,1,1
666,0,2,32.0,2,0,73.5,1,0,1,4
667,0,2,25.0,0,0,13.0,1,0,1,2
668,0,3,28.0,0,0,7.775,1,0,1,3
669,0,3,43.0,0,0,8.05,1,0,1,6
670,1,1,28.0,1,0,52.0,0,0,1,3
671,1,2,40.0,1,1,39.0,0,0,1,5
672,0,1,31.0,1,0,52.0,1,0,1,4
673,0,2,70.0,0,0,10.5,1,0,1,6
674,1,2,31.0,0,0,13.0,1,0,1,4
675,0,2,28.0,0,0,0.0,1,0,1,3
676,0,3,18.0,0,0,7.775,1,0,1,1
677,0,3,24.5,0,0,8.05,1,0,1,2
678,1,3,18.0,0,0,9.8417,0,0,1,1
679,0,3,43.0,1,6,46.9,0,0,1,6
680,1,1,36.0,0,1,512.3292,1,0,0,5
681,0,3,28.0,0,0,8.1375,0,1,0,3
682,1,1,27.0,0,0,76.7292,1,0,0,3
683,0,3,20.0,0,0,9.225,1,0,1,1
685,0,2,60.0,1,1,39.0,1,0,1,6
686,0,2,25.0,1,2,41.5792,1,0,0,2
688,0,3,19.0,0,0,10.1708,1,0,1,1
689,0,3,18.0,0,0,7.7958,1,0,1,1
691,1,1,31.0,1,0,57.0,1,0,1,4
693,1,3,28.0,0,0,56.4958,1,0,1,3
694,0,3,25.0,0,0,7.225,1,0,0,2
695,0,1,60.0,0,0,26.55,1,0,1,6
696,0,2,52.0,0,0,13.5,1,0,1,6
697,0,3,44.0,0,0,8.05,1,0,1,6
698,1,3,28.0,0,0,7.7333,0,1,0,3
699,0,1,49.0,1,1,110.8833,1,0,0,6
700,0,3,42.0,0,0,7.65,1,0,1,6
701,1,1,18.0,1,0,227.525,0,0,0,1
702,1,1,35.0,0,0,26.2875,1,0,1,4
703,0,3,18.0,0,1,14.4542,0,0,0,1
704,0,3,25.0,0,0,7.7417,1,1,0,2
705,0,3,26.0,1,0,7.8542,1,0,1,3
706,0,2,39.0,0,0,26.0,1,0,1,5
707,1,2,45.0,0,0,13.5,0,0,1,6
708,1,1,42.0,0,0,26.2875,1,0,1,6
709,1,1,22.0,0,0,151.55,0,0,1,2
710,1,3,28.0,1,1,15.2458,1,0,0,3
711,1,1,24.0,0,0,49.5042,0,0,0,2
712,0,1,28.0,0,0,26.55,1,0,1,3
713,1,1,48.0,1,0,52.0,1,0,1,6
714,0,3,29.0,0,0,9.4833,1,0,1,3
715,0,2,52.0,0,0,13.0,1,0,1,6
716,0,3,19.0,0,0,7.65,1,0,1,1
717,1,1,38.0,0,0,227.525,0,0,0,5
718,1,2,27.0,0,0,10.5,0,0,1,3
719,0,3,28.0,0,0,15.5,1,1,0,3
720,0,3,33.0,0,0,7.775,1,0,1,4
722,0,3,17.0,1,0,7.0542,1,0,1,1
723,0,2,34.0,0,0,13.0,1,0,1,4
724,0,2,50.0,0,0,13.0,1,0,1,6
725,1,1,27.0,1,0,53.1,1,0,1,3
726,0,3,20.0,0,0,8.6625,1,0,1,1
727,1,2,30.0,3,0,21.0,0,0,1,3
728,1,3,28.0,0,0,7.7375,0,1,0,3
729,0,2,25.0,1,0,26.0,1,0,1,2
730,0,3,25.0,1,0,7.925,0,0,1,2
731,1,1,29.0,0,0,211.3375,0,0,1,3
733,0,2,28.0,0,0,0.0,1,0,1,3
734,0,2,23.0,0,0,13.0,1,0,1,2
735,0,2,23.0,0,0,13.0,1,0,1,2
736,0,3,28.5,0,0,16.1,1,0,1,3
737,0,3,48.0,1,3,34.375,0,0,1,6
738,1,1,35.0,0,0,512.3292,1,0,0,4
739,0,3,28.0,0,0,7.8958,1,0,1,3
740,0,3,28.0,0,0,7.8958,1,0,1,3
741,1,1,28.0,0,0,30.0,1,0,1,3
742,0,1,36.0,1,0,78.85,1,0,1,5
743,1,1,21.0,2,2,262.375,0,0,0,2
744,0,3,24.0,1,0,16.1,1,0,1,2
745,1,3,31.0,0,0,7.925,1,0,1,4
746,0,1,70.0,1,1,71.0,1,0,1,6
747,0,3,16.0,1,1,20.25,1,0,1,1
748,1,2,30.0,0,0,13.0,0,0,1,3
749,0,1,19.0,1,0,53.1,1,0,1,1
750,0,3,31.0,0,0,7.75,1,1,0,4
753,0,3,33.0,0,0,9.5,1,0,1,4
754,0,3,23.0,0,0,7.8958,1,0,1,2
755,1,2,48.0,1,2,65.0,0,0,1,6
757,0,3,28.0,0,0,7.7958,1,0,1,3
758,0,2,18.0,0,0,11.5,1,0,1,1
759,0,3,34.0,0,0,8.05,1,0,1,4
760,1,1,33.0,0,0,86.5,0,0,1,4
761,0,3,28.0,0,0,14.5,1,0,1,3
762,0,3,41.0,0,0,7.125,1,0,1,6
763,1,3,20.0,0,0,7.2292,1,0,0,1
764,1,1,36.0,1,2,120.0,0,0,1,5
765,0,3,16.0,0,0,7.775,1,0,1,1
766,1,1,51.0,1,0,77.9583,0,0,1,6
767,0,1,28.0,0,0,39.6,1,0,0,3
768,0,3,30.5,0,0,7.75,0,1,0,4
769,0,3,28.0,1,0,24.15,1,1,0,3
770,0,3,32.0,0,0,8.3625,1,0,1,4
771,0,3,24.0,0,0,9.5,1,0,1,2
772,0,3,48.0,0,0,7.8542,1,0,1,6
773,0,2,57.0,0,0,10.5,0,0,1,6
774,0,3,28.0,0,0,7.225,1,0,0,3
775,1,2,54.0,1,3,23.0,0,0,1,6
776,0,3,18.0,0,0,7.75,1,0,1,1
777,0,3,28.0,0,0,7.75,1,1,0,3
779,0,3,28.0,0,0,7.7375,1,1,0,3
780,1,1,43.0,0,1,211.3375,0,0,1,6
782,1,1,17.0,1,0,57.0,0,0,1,1
783,0,1,29.0,0,0,30.0,1,0,1,3
784,0,3,28.0,1,2,23.45,1,0,1,3
785,0,3,25.0,0,0,7.05,1,0,1,2
786,0,3,25.0,0,0,7.25,1,0,1,2
787,1,3,18.0,0,0,7.4958,0,0,1,1
790,0,1,46.0,0,0,79.2,1,0,0,6
791,0,3,28.0,0,0,7.75,1,1,0,3
792,0,2,16.0,0,0,26.0,1,0,1,1
793,0,3,28.0,8,2,69.55,0,0,1,3
794,0,1,28.0,0,0,30.6958,1,0,0,3
795,0,3,25.0,0,0,7.8958,1,0,1,2
796,0,2,39.0,0,0,13.0,1,0,1,5
797,1,1,49.0,0,0,25.9292,0,0,1,6
798,1,3,31.0,0,0,8.6833,0,0,1,4
799,0,3,30.0,0,0,7.2292,1,0,0,3
800,0,3,30.0,1,1,24.15,0,0,1,3
801,0,2,34.0,0,0,13.0,1,0,1,4
802,1,2,31.0,1,1,26.25,0,0,1,4
805,1,3,27.0,0,0,6.975,1,0,1,3
806,0,3,31.0,0,0,7.775,1,0,1,4
807,0,1,39.0,0,0,0.0,1,0,1,5
808,0,3,18.0,0,0,7.775,0,0,1,1
809,0,2,39.0,0,0,13.0,1,0,1,5
810,1,1,33.0,1,0,53.1,0,0,1,4
811,0,3,26.0,0,0,7.8875,1,0,1,3
812,0,3,39.0,0,0,24.15,1,0,1,5
813,0,2,35.0,0,0,10.5,1,0,1,4
815,0,3,30.5,0,0,8.05,1,0,1,4
816,0,1,28.0,0,0,0.0,1,0,1,3
817,0,3,23.0,0,0,7.925,0,0,1,2
818,0,2,31.0,1,1,37.0042,1,0,0,4
819,0,3,43.0,0,0,6.45,1,0,1,6
821,1,1,52.0,1,1,93.5,0,0,1,6
822,1,3,27.0,0,0,8.6625,1,0,1,3
823,0,1,38.0,0,0,0.0,1,0,1,5
824,1,3,27.0,0,1,12.475,0,0,1,3
826,0,3,28.0,0,0,6.95,1,1,0,3
827,0,3,28.0,0,0,56.4958,1,0,1,3
829,1,3,28.0,0,0,7.75,1,1,0,3
830,1,1,62.0,0,0,80.0,0,0,0,6
833,0,3,28.0,0,0,7.2292,1,0,0,3
834,0,3,23.0,0,0,7.8542,1,0,1,2
835,0,3,18.0,0,0,8.3,1,0,1,1
836,1,1,39.0,1,1,83.1583,0,0,0,5
837,0,3,21.0,0,0,8.6625,1,0,1,2
838,0,3,28.0,0,0,8.05,1,0,1,3
839,1,3,32.0,0,0,56.4958,1,0,1,4
840,1,1,28.0,0,0,29.7,1,0,0,3
841,0,3,20.0,0,0,7.925,1,0,1,1
842,0,2,16.0,0,0,10.5,1,0,1,1
843,1,1,30.0,0,0,31.0,0,0,0,3
844,0,3,34.5,0,0,6.4375,1,0,0,4
845,0,3,17.0,0,0,8.6625,1,0,1,1
846,0,3,42.0,0,0,7.55,1,0,1,6
847,0,3,28.0,8,2,69.55,1,0,1,3
848,0,3,35.0,0,0,7.8958,1,0,0,4
849,0,2,28.0,0,1,33.0,1,0,1,3
850,1,1,28.0,1,0,89.1042,0,0,0,3
852,0,3,74.0,0,0,7.775,1,0,1,6
854,1,1,16.0,0,1,39.4,0,0,1,1
855,0,2,44.0,1,0,26.0,0,0,1,6
856,1,3,18.0,0,1,9.35,0,0,1,1
857,1,1,45.0,1,1,164.8667,0,0,1,6
858,1,1,51.0,0,0,26.55,1,0,1,6
859,1,3,24.0,0,3,19.2583,0,0,0,2
860,0,3,28.0,0,0,7.2292,1,0,0,3
861,0,3,41.0,2,0,14.1083,1,0,1,6
862,0,2,21.0,1,0,11.5,1,0,1,2
863,1,1,48.0,0,0,25.9292,0,0,1,6
864,0,3,28.0,8,2,69.55,0,0,1,3
865,0,2,24.0,0,0,13.0,1,0,1,2
866,1,2,42.0,0,0,13.0,0,0,1,6
867,1,2,27.0,1,0,13.8583,0,0,0,3
868,0,1,31.0,0,0,50.4958,1,0,1,4
869,0,3,28.0,0,0,9.5,1,0,1,3
871,0,3,26.0,0,0,7.8958,1,0,1,3
872,1,1,47.0,1,1,52.5542,0,0,1,6
873,0,1,33.0,0,0,5.0,1,0,1,4
874,0,3,47.0,0,0,9.0,1,0,1,6
875,1,2,28.0,1,0,24.0,0,0,0,3
877,0,3,20.0,0,0,9.8458,1,0,1,1
878,0,3,19.0,0,0,7.8958,1,0,1,1
879,0,3,28.0,0,0,7.8958,1,0,1,3
880,1,1,56.0,0,1,83.1583,0,0,0,6
881,1,2,25.0,0,1,26.0,0,0,1,2
882,0,3,33.0,0,0,7.8958,1,0,1,4
883,0,3,22.0,0,0,10.5167,0,0,1,2
884,0,2,28.0,0,0,10.5,1,0,1,3
885,0,3,25.0,0,0,7.05,1,0,1,2
886,0,3,39.0,0,5,29.125,0,1,0,5
887,0,2,27.0,0,0,13.0,1,0,1,3
888,1,1,19.0,0,0,30.0,0,0,1,1
889,0,3,28.0,1,2,23.45,0,0,1,3
890,1,1,26.0,0,0,30.0,1,0,0,3
891,0,3,32.0,0,0,7.75,1,1,0,4
